case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age15-130363,2032-06-30,2032/33,21,82,True,77.32,87.41,89.84,79.16,72.75,85.39,88.76,80.09,80.47,63.38,69.55,70.77,77.08,74.26,69.47
age15-130363,2033-06-30,2033/34,22,83,False,79.81,88.98,91.32,82.43,74.77,87.33,90.33,82.42,82.3,64.91,70.95,71.47,77.61,75.09,70.34
age15-130363,2034-06-30,2034/35,23,85,True,81.66,90.01,92.39,84.98,76.43,88.85,91.5,84.27,83.79,66.26,72.26,72.13,78.1,75.76,71.16
age15-130363,2035-06-30,2035/36,24,86,True,83.26,90.93,93.25,86.93,77.96,90.09,92.48,85.82,84.99,67.52,73.42,72.71,78.53,76.39,71.89
age15-130363,2036-06-30,2036/37,25,87,False,84.74,91.75,93.98,88.38,79.47,91.05,93.26,87.04,85.99,68.62,74.67,73.33,79.0,77.02,72.67
age15-130363,2037-06-30,2037/38,26,88,True,86.07,92.55,94.66,89.82,80.95,91.98,93.99,88.23,87.01,69.78,75.73,73.87,79.4,77.64,73.33
age15-130363,2038-06-30,2038/39,27,89,True,87.23,93.22,95.26,91.15,82.28,92.83,94.64,89.31,87.95,70.96,76.83,74.42,79.81,78.23,74.02
age15-130363,2039-06-30,2039/40,28,90,False,88.19,93.73,95.72,92.08,83.45,93.51,95.19,90.22,88.77,71.97,77.94,74.97,80.23,78.76,74.71
age15-130363,2040-06-30,2040/41,29,90,False,88.93,94.12,96.06,92.77,84.34,93.98,95.56,90.83,89.35,72.75,78.84,75.42,80.56,79.21,75.27
age15-130363,2041-06-30,2041/42,30,91,True,89.63,94.51,96.38,93.4,85.17,94.42,95.9,91.43,89.9,73.57,79.61,75.81,80.84,79.65,75.76
age15-130363,2042-06-30,2042/43,31,91,True,90.28,94.87,96.68,94.02,85.94,94.85,96.22,92.0,90.43,74.42,80.43,76.22,81.13,80.09,76.27
age15-130363,2043-06-30,2043/44,32,92,False,90.91,95.21,96.95,94.53,86.71,95.24,96.53,92.54,90.91,75.26,81.32,76.68,81.46,80.55,76.85
age15-130363,2044-06-30,2044/45,33,92,False,91.55,95.56,97.21,94.99,87.46,95.58,96.81,93.02,91.37,76.09,82.12,77.12,81.76,81.01,77.4
age15-130363,2045-06-30,2045/46,34,93,False,92.11,95.87,97.48,95.48,88.14,95.94,97.07,93.5,91.84,76.98,82.85,77.54,82.04,81.45,77.92
age15-130363,2046-06-30,2046/47,35,93,True,92.61,96.14,97.73,95.9,88.78,96.25,97.32,93.95,92.26,77.86,83.57,77.96,82.33,81.86,78.45
age15-130363,2047-06-30,2047/48,36,93,True,92.61,96.14,97.73,95.9,88.78,96.25,97.32,93.95,92.26,77.86,83.57,77.96,82.33,81.86,78.45
age15-130363,2048-06-30,2048/49,37,93,False,92.61,96.14,97.73,95.9,88.78,96.25,97.32,93.95,92.26,77.86,83.57,77.96,82.33,81.86,78.45
age15-130363,2049-06-30,2049/50,38,93,False,92.61,96.14,97.73,95.9,88.78,96.25,97.32,93.95,92.26,77.86,83.57,77.96,82.33,81.86,78.45
age15-130363,2050-06-30,2050/51,39,93,False,92.61,96.14,97.73,95.9,88.78,96.25,97.32,93.95,92.26,77.86,83.57,77.96,82.33,81.86,78.45
age15-130363,2051-06-30,2051/52,40,93,False,92.61,96.14,97.73,95.9,88.78,96.25,97.32,93.95,92.26,77.86,83.57,77.96,82.33,81.86,78.45
age15-130363,2052-06-30,2052/53,41,93,True,91.85,95.32,96.89,95.45,88.4,96.25,97.32,93.95,92.26,77.86,82.02,77.09,80.82,80.9,77.09
age15-130363,2053-06-30,2053/54,42,92,True,90.92,94.32,95.85,94.9,87.92,96.25,97.32,93.95,92.26,77.86,80.16,76.02,79.02,79.72,75.45
age15-130363,2054-06-30,2054/55,43,91,True,89.81,93.13,94.62,94.24,87.35,96.25,97.32,93.95,92.26,77.86,78.01,74.76,76.93,78.34,73.54
age15-130363,2055-06-30,2055/56,44,91,True,88.53,91.74,93.19,93.46,86.68,96.25,97.32,93.95,92.26,77.86,75.58,73.31,74.57,76.75,71.38
age15-130363,2056-06-30,2056/57,45,89,True,87.05,90.16,91.56,92.55,85.91,96.25,97.32,93.95,92.26,77.86,72.9,71.67,71.96,74.95,68.99
age15-130363,2057-06-30,2057/58,46,88,True,85.39,88.38,89.72,91.52,85.02,96.25,97.32,93.95,92.26,77.86,69.99,69.84,69.12,72.95,66.38
age15-130363,2058-06-30,2058/59,47,87,True,83.56,86.41,87.7,90.36,84.02,96.18,97.24,93.92,92.26,77.84,66.91,67.85,66.11,70.77,63.61
age15-130363,2059-06-30,2059/60,48,86,True,81.55,84.27,85.49,89.07,82.9,96.0,97.06,93.85,92.26,77.79,63.69,65.7,62.97,68.43,60.7
age15-130363,2060-06-30,2060/61,49,84,False,79.37,81.94,83.09,87.64,81.66,95.7,96.75,93.74,92.26,77.71,60.37,63.4,59.72,65.94,57.68
age15-130363,2061-06-30,2061/62,50,82,False,77.03,79.44,80.52,86.07,80.3,95.24,96.29,93.56,92.26,77.59,56.97,60.97,56.4,63.31,54.59
age15-130363,2062-06-30,2062/63,51,80,False,74.52,76.77,77.78,84.35,78.8,94.6,95.64,93.32,92.26,77.42,53.55,58.42,53.04,60.56,51.44
age15-130363,2063-06-30,2063/64,52,79,False,71.86,73.95,74.88,82.47,77.16,93.75,94.76,92.98,92.26,77.19,50.11,55.76,49.67,57.7,48.27
age15-130363,2064-06-30,2064/65,53,77,False,69.05,70.98,71.84,80.44,75.38,92.63,93.62,92.54,92.26,76.89,46.7,53.01,46.32,54.76,45.11
age15-130363,2065-06-30,2065/66,54,75,False,66.12,67.88,68.66,78.25,73.46,91.22,92.18,91.98,92.26,76.5,43.34,50.2,43.02,51.76,41.97
age15-130363,2066-06-30,2066/67,55,72,False,63.06,64.65,65.36,75.89,71.38,89.48,90.4,91.27,92.26,76.01,40.06,47.34,39.78,48.72,38.89
age15-130363,2067-06-30,2067/68,56,70,False,59.9,61.33,61.97,73.38,69.15,87.36,88.23,90.39,92.26,75.4,36.87,44.44,36.64,45.65,35.89
age15-130363,2068-06-30,2068/69,57,67,False,56.6,57.87,58.43,70.65,66.73,85.01,85.84,89.39,92.26,74.7,33.74,41.49,33.55,42.53,32.92
age15-130363,2069-06-30,2069/70,58,65,False,53.59,54.74,55.35,68.4,64.49,82.89,83.66,88.53,92.41,74.23,30.97,38.65,30.66,39.55,30.2
age15-130363,2070-06-30,2070/71,59,63,False,50.51,51.49,52.1,65.79,62.05,80.51,81.24,87.51,92.55,73.62,28.3,35.82,27.89,36.58,27.58
age15-130363,2071-06-30,2071/72,60,61,False,47.38,48.23,48.81,63.0,59.45,77.94,78.65,86.36,92.69,72.89,25.73,33.01,25.23,33.66,25.05
age15-130363,2072-06-30,2072/73,61,58,False,44.05,44.82,45.42,60.08,56.58,75.12,75.77,85.04,92.83,72.01,23.23,30.2,22.69,30.74,22.61
age15-130363,2073-06-30,2073/74,62,55,False,40.74,41.4,41.99,56.91,53.57,72.1,72.7,83.59,92.98,71.02,20.87,27.49,20.32,27.94,20.31
age15-130363,2074-06-30,2074/75,63,53,False,37.54,38.08,38.67,53.63,50.49,68.83,69.41,81.93,93.1,69.84,18.79,24.97,18.18,25.32,18.24
age15-130363,2075-06-30,2075/76,64,51,False,34.5,34.95,35.5,50.3,47.39,65.43,65.97,80.14,93.23,68.53,16.84,22.58,16.22,22.88,16.33
age15-130363,2076-06-30,2076/77,65,48,False,31.48,31.88,32.43,47.0,44.2,61.88,62.36,78.17,93.37,67.05,15.04,20.33,14.43,20.58,14.57
age18-104729,2026-05-11,2026/27,18,68,False,61,72,71,54,60,66,70,63,72,59,59,67,75,70,64
age18-104729,2027-06-30,2027/28,19,72,True,65.46,76.63,76.32,59.61,63.59,71.38,75.72,67.84,75.9,61.81,61.4,68.2,75.9,71.47,65.5
age18-104729,2028-06-30,2028/29,20,75,True,69.06,80.26,81.22,65.2,66.77,75.81,80.37,71.68,79.1,64.1,64.28,69.64,76.98,72.72,67.3
age18-104729,2029-06-30,2029/30,21,79,False,73.49,84.32,85.57,70.47,70.3,80.55,84.86,75.9,82.31,66.63,66.68,70.84,77.88,74.19,68.8
age18-104729,2030-06-30,2030/31,22,82,True,75.81,86.22,87.95,75.11,72.42,83.73,87.31,78.95,84.33,68.49,68.19,71.6,78.45,75.0,69.75
age18-104729,2031-06-30,2031/32,23,82,True,77.78,87.56,89.4,78.01,74.12,85.75,88.96,81.28,85.7,69.91,69.37,72.19,78.89,75.68,70.48
age18-104729,2032-06-30,2032/33,24,84,True,79.95,88.91,90.83,81.08,75.98,87.49,90.41,83.29,86.94,71.27,71.06,73.03,79.52,76.42,71.54
age18-104729,2033-06-30,2033/34,25,86,True,81.78,89.96,91.81,83.16,77.5,88.71,91.4,84.74,87.88,72.38,72.13,73.57,79.92,77.05,72.21
age18-104729,2034-06-30,2034/35,26,87,True,83.23,90.85,92.72,85.39,78.94,89.92,92.33,86.17,88.79,73.57,73.2,74.1,80.32,77.62,72.87
age18-104729,2035-06-30,2035/36,27,87,False,84.6,91.62,93.49,87.13,80.39,90.97,93.17,87.45,89.62,74.73,74.31,74.65,80.73,78.21,73.57
age18-104729,2036-06-30,2036/37,28,89,False,85.91,92.35,94.19,88.61,81.78,91.82,93.84,88.48,90.3,75.77,75.59,75.29,81.18,78.81,74.37
age18-104729,2037-06-30,2037/38,29,90,True,87.12,93.06,94.81,89.88,83.06,92.62,94.48,89.48,90.97,76.87,76.62,75.81,81.55,79.42,75.01
age18-104729,2038-06-30,2038/39,30,90,True,87.87,93.5,95.21,90.79,83.91,93.18,94.91,90.18,91.46,77.71,77.35,76.18,81.8,79.83,75.47
age18-104729,2039-06-30,2039/40,31,91,False,88.61,93.89,95.58,91.56,84.74,93.69,95.32,90.84,91.91,78.51,78.23,76.61,82.09,80.25,76.02
age18-104729,2040-06-30,2040/41,32,92,False,89.41,94.34,95.96,92.32,85.61,94.15,95.68,91.42,92.31,79.34,79.16,77.08,82.4,80.73,76.6
age18-104729,2041-06-30,2041/42,33,92,True,90.16,94.76,96.32,93.09,86.44,94.62,96.04,92.02,92.73,80.24,80.02,77.51,82.68,81.2,77.14
age18-104729,2042-06-30,2042/43,34,93,True,90.8,95.14,96.64,93.79,87.18,95.06,96.38,92.6,93.13,81.14,80.86,77.94,82.96,81.63,77.67
age18-104729,2043-06-30,2043/44,35,93,False,91.32,95.41,96.89,94.29,87.8,95.4,96.64,93.04,93.45,81.83,81.7,78.39,83.25,81.99,78.23
age18-104729,2044-06-30,2044/45,36,93,True,91.32,95.41,96.89,94.29,87.8,95.4,96.64,93.04,93.45,81.83,81.7,78.39,83.25,81.99,78.23
age18-104729,2045-06-30,2045/46,37,93,True,91.32,95.41,96.89,94.29,87.8,95.4,96.64,93.04,93.45,81.83,81.7,78.39,83.25,81.99,78.23
age18-104729,2046-06-30,2046/47,38,93,True,91.32,95.41,96.89,94.29,87.8,95.4,96.64,93.04,93.45,81.83,81.7,78.39,83.25,81.99,78.23
age18-104729,2047-06-30,2047/48,39,93,True,91.32,95.41,96.89,94.29,87.8,95.4,96.64,93.04,93.45,81.83,81.7,78.39,83.25,81.99,78.23
age18-104729,2048-06-30,2048/49,40,93,True,91.32,95.41,96.89,94.29,87.8,95.4,96.64,93.04,93.45,81.83,81.7,78.39,83.25,81.99,78.23
age18-104729,2049-06-30,2049/50,41,93,True,90.66,94.69,96.15,93.9,87.47,95.4,96.64,93.04,93.45,81.83,80.38,77.6,81.87,81.13,77.02
age18-104729,2050-06-30,2050/51,42,92,False,89.85,93.81,95.24,93.42,87.05,95.4,96.64,93.04,93.45,81.83,78.79,76.63,80.23,80.08,75.56
age18-104729,2051-06-30,2051/52,43,91,False,88.89,92.76,94.16,92.85,86.56,95.4,96.64,93.04,93.45,81.83,76.94,75.5,78.31,78.84,73.87
age18-104729,2052-06-30,2052/53,44,90,False,87.77,91.55,92.91,92.18,85.97,95.4,96.64,93.04,93.45,81.83,74.85,74.19,76.15,77.41,71.94
age18-104729,2053-06-30,2053/54,45,89,False,86.5,90.16,91.48,91.41,85.3,95.4,96.64,93.04,93.45,81.83,72.54,72.71,73.75,75.8,69.8
age18-104729,2054-06-30,2054/55,46,89,False,85.06,88.6,89.87,90.53,84.53,95.4,96.64,93.04,93.45,81.83,70.01,71.06,71.14,74.01,67.46
age18-104729,2055-06-30,2055/56,47,87,False,83.48,86.88,88.1,89.54,83.67,95.33,96.57,93.01,93.45,81.81,67.33,69.27,68.37,72.06,64.97
age18-104729,2056-06-30,2056/57,48,86,False,81.74,85.0,86.17,88.44,82.71,95.18,96.41,92.96,93.45,81.76,64.51,67.32,65.46,69.96,62.34
age18-104729,2057-06-30,2057/58,49,85,False,79.86,82.97,84.08,87.23,81.65,94.93,96.15,92.86,93.45,81.69,61.58,65.25,62.44,67.72,59.61
age18-104729,2058-06-30,2058/59,50,83,False,77.83,80.78,81.83,85.9,80.49,94.54,95.76,92.71,93.45,81.57,58.56,63.05,59.34,65.35,56.78
age18-104729,2059-06-30,2059/60,51,82,False,75.67,78.44,79.43,84.45,79.21,94.01,95.21,92.51,93.45,81.42,55.49,60.74,56.19,62.87,53.9
age18-104729,2060-06-30,2060/61,52,80,False,73.36,75.97,76.9,82.87,77.82,93.3,94.48,92.23,93.45,81.2,52.4,58.33,53.02,60.28,50.97
age18-104729,2061-06-30,2061/62,53,78,False,70.93,73.36,74.22,81.16,76.32,92.38,93.54,91.87,93.45,80.92,49.29,55.83,49.84,57.61,48.04
age18-104729,2062-06-30,2062/63,54,77,False,68.37,70.62,71.42,79.32,74.69,91.22,92.36,91.42,93.45,80.57,46.21,53.25,46.68,54.87,45.11
age18-104729,2063-06-30,2063/64,55,74,False,65.7,67.78,68.51,77.35,72.94,89.8,90.9,90.84,93.45,80.12,43.16,50.62,43.57,52.08,42.2
age18-104729,2064-06-30,2064/65,56,72,False,62.94,64.83,65.5,75.24,71.06,88.08,89.13,90.14,93.45,79.58,40.17,47.95,40.53,49.25,39.35
age18-104729,2065-06-30,2065/66,57,70,False,60.03,61.75,62.35,72.95,69.02,86.18,87.19,89.34,93.45,78.96,37.21,45.21,37.52,46.36,36.51
age18-104729,2066-06-30,2066/67,58,68,False,56.99,58.53,59.08,70.48,66.82,84.09,85.05,88.45,93.45,78.26,34.3,42.41,34.55,43.42,33.7
age18-104729,2067-06-30,2067/68,59,66,False,54.34,55.73,56.3,68.49,64.85,82.26,83.17,87.73,93.58,77.78,31.74,39.75,31.79,40.63,31.14
age18-104729,2068-06-30,2068/69,60,64,False,51.53,52.77,53.37,66.3,62.68,80.26,81.11,86.9,93.7,77.19,29.23,37.07,29.12,37.84,28.64
age18-104729,2069-06-30,2069/70,61,62,False,48.61,49.71,50.33,63.91,60.33,78.11,78.9,85.96,93.82,76.51,26.79,34.39,26.55,35.06,26.23
age18-104729,2070-06-30,2070/71,62,60,False,45.68,46.63,47.25,61.29,57.86,75.73,76.5,84.89,93.93,75.69,24.52,31.81,24.16,32.37,23.96
age18-104729,2071-06-30,2071/72,63,57,False,42.87,43.71,44.32,58.68,55.35,73.27,74.02,83.75,94.05,74.8,22.42,29.36,21.96,29.84,21.87
age18-104729,2072-06-30,2072/73,64,55,False,40.03,40.78,41.42,56.04,52.75,70.68,71.37,82.51,94.17,73.8,20.46,27.03,19.94,27.44,19.92
age18-104729,2073-06-30,2073/74,65,53,False,37.28,37.92,38.55,53.23,50.09,67.95,68.6,81.16,94.28,72.68,18.64,24.82,18.07,25.16,18.12
age18-130363,2026-05-11,2026/27,18,68,False,61,72,71,54,60,66,70,63,72,59,59,67,75,70,64
age18-130363,2027-06-30,2027/28,19,72,False,65.57,77.01,76.82,60.47,63.7,71.44,75.6,67.76,75.97,61.83,61.53,68.27,75.95,71.51,65.58
age18-130363,2028-06-30,2028/29,20,75,False,69.33,80.63,81.37,65.07,66.85,75.3,79.88,71.14,78.86,63.8,64.16,69.58,76.94,72.78,67.23
age18-130363,2029-06-30,2029/30,21,79,True,73.38,84.26,85.53,70.4,70.19,79.97,84.32,75.26,81.96,66.3,66.44,70.72,77.79,74.16,68.65
age18-130363,2030-06-30,2030/31,22,81,True,75.56,86.08,87.88,74.99,72.23,83.06,86.68,78.11,83.95,68.01,68.05,71.52,78.39,74.95,69.65
age18-130363,2031-06-30,2031/32,23,82,False,77.21,87.2,89.17,77.61,73.71,85.04,88.3,80.33,85.26,69.32,69.18,72.09,78.82,75.52,70.36
age18-130363,2032-06-30,2032/33,24,84,True,79.52,88.56,90.51,80.16,75.55,86.65,89.69,82.22,86.42,70.51,70.81,72.9,79.43,76.3,71.38
age18-130363,2033-06-30,2033/34,25,85,True,81.52,89.72,91.63,82.63,77.2,88.04,90.81,83.85,87.45,71.69,71.96,73.48,79.86,76.98,72.1
age18-130363,2034-06-30,2034/35,26,86,False,82.94,90.58,92.49,84.63,78.6,89.25,91.78,85.3,88.36,72.81,72.96,73.98,80.23,77.53,72.72
age18-130363,2035-06-30,2035/36,27,87,True,84.34,91.36,93.26,86.3,80.01,90.29,92.63,86.57,89.13,73.91,74.03,74.51,80.63,78.11,73.39
age18-130363,2036-06-30,2036/37,28,88,True,85.53,92.04,93.89,87.66,81.29,91.14,93.32,87.61,89.8,74.88,75.12,75.06,81.02,78.65,74.08
age18-130363,2037-06-30,2037/38,29,89,True,86.85,92.79,94.53,88.92,82.61,91.91,93.95,88.56,90.43,75.87,76.2,75.6,81.4,79.27,74.75
age18-130363,2038-06-30,2038/39,30,90,False,87.71,93.29,95.0,90.01,83.59,92.56,94.45,89.36,90.98,76.76,77.07,76.04,81.7,79.74,75.3
age18-130363,2039-06-30,2039/40,31,90,True,88.49,93.71,95.38,90.8,84.46,93.09,94.89,90.05,91.45,77.55,77.88,76.44,81.98,80.18,75.8
age18-130363,2040-06-30,2040/41,32,91,True,89.28,94.12,95.74,91.5,85.32,93.56,95.27,90.65,91.88,78.28,78.77,76.89,82.28,80.64,76.36
age18-130363,2041-06-30,2041/42,33,91,True,89.98,94.54,96.1,92.26,86.11,94.03,95.63,91.25,92.3,79.09,79.59,77.29,82.54,81.08,76.87
age18-130363,2042-06-30,2042/43,34,92,True,90.52,94.86,96.38,92.88,86.77,94.44,95.94,91.77,92.67,79.83,80.31,77.66,82.78,81.44,77.32
age18-130363,2043-06-30,2043/44,35,92,True,91.01,95.12,96.62,93.39,87.36,94.78,96.21,92.21,92.99,80.49,81.11,78.07,83.05,81.77,77.84
age18-130363,2044-06-30,2044/45,36,92,True,91.01,95.12,96.62,93.39,87.36,94.78,96.21,92.21,92.99,80.49,81.11,78.07,83.05,81.77,77.84
age18-130363,2045-06-30,2045/46,37,92,False,91.01,95.12,96.62,93.39,87.36,94.78,96.21,92.21,92.99,80.49,81.11,78.07,83.05,81.77,77.84
age18-130363,2046-06-30,2046/47,38,92,False,91.01,95.12,96.62,93.39,87.36,94.78,96.21,92.21,92.99,80.49,81.11,78.07,83.05,81.77,77.84
age18-130363,2047-06-30,2047/48,39,92,True,91.01,95.12,96.62,93.39,87.36,94.78,96.21,92.21,92.99,80.49,81.11,78.07,83.05,81.77,77.84
age18-130363,2048-06-30,2048/49,40,92,True,91.01,95.12,96.62,93.39,87.36,94.78,96.21,92.21,92.99,80.49,81.11,78.07,83.05,81.77,77.84
age18-130363,2049-06-30,2049/50,41,92,True,90.26,94.3,95.78,92.96,86.98,94.78,96.21,92.21,92.99,80.49,79.62,77.17,81.48,80.79,76.46
age18-130363,2050-06-30,2050/51,42,91,True,89.33,93.3,94.74,92.42,86.51,94.78,96.21,92.21,92.99,80.49,77.83,76.08,79.61,79.59,74.81
age18-130363,2051-06-30,2051/52,43,90,True,88.24,92.1,93.51,91.78,85.94,94.78,96.21,92.21,92.99,80.49,75.75,74.79,77.43,78.17,72.89
age18-130363,2052-06-30,2052/53,44,89,False,86.97,90.72,92.08,91.02,85.28,94.78,96.21,92.21,92.99,80.49,73.4,73.3,74.98,76.55,70.72
age18-130363,2053-06-30,2053/54,45,88,False,85.51,89.13,90.45,90.14,84.51,94.78,96.21,92.21,92.99,80.49,70.81,71.62,72.28,74.72,68.31
age18-130363,2054-06-30,2054/55,46,87,False,83.87,87.35,88.61,89.14,83.62,94.78,96.21,92.21,92.99,80.49,67.99,69.75,69.34,72.68,65.69
age18-130363,2055-06-30,2055/56,47,86,False,82.05,85.37,86.58,88.01,82.63,94.7,96.13,92.19,92.99,80.47,65.01,67.71,66.24,70.46,62.9
age18-130363,2056-06-30,2056/57,48,85,False,80.06,83.22,84.37,86.75,81.52,94.52,95.95,92.12,92.99,80.41,61.89,65.5,62.99,68.08,59.98
age18-130363,2057-06-30,2057/58,49,83,False,77.9,80.89,81.97,85.36,80.29,94.22,95.64,92.0,92.99,80.33,58.66,63.16,59.65,65.54,56.95
age18-130363,2058-06-30,2058/59,50,82,False,75.58,78.38,79.39,83.82,78.93,93.77,95.17,91.83,92.99,80.2,55.36,60.67,56.24,62.87,53.84
age18-130363,2059-06-30,2059/60,51,80,False,73.09,75.71,76.65,82.14,77.44,93.13,94.51,91.59,92.99,80.01,52.03,58.07,52.8,60.07,50.69
age18-130363,2060-06-30,2060/61,52,78,False,70.45,72.87,73.75,80.3,75.81,92.27,93.63,91.25,92.99,79.76,48.68,55.36,49.36,57.17,47.51
age18-130363,2061-06-30,2061/62,53,76,False,67.67,69.9,70.7,78.31,74.04,91.16,92.48,90.82,92.99,79.42,45.36,52.57,45.94,54.19,44.35
age18-130363,2062-06-30,2062/63,54,74,False,64.75,66.78,67.51,76.17,72.12,89.75,91.03,90.26,92.99,78.99,42.09,49.71,42.58,51.15,41.22
age18-130363,2063-06-30,2063/64,55,72,False,61.72,63.56,64.22,73.86,70.05,88.0,89.23,89.55,92.99,78.45,38.88,46.8,39.3,48.08,38.14
age18-130363,2064-06-30,2064/65,56,69,False,58.58,60.23,60.82,71.39,67.83,85.88,87.05,88.67,92.99,77.78,35.77,43.87,36.12,44.98,35.15
age18-130363,2065-06-30,2065/66,57,67,False,55.77,57.26,57.9,69.44,65.81,83.97,85.06,87.99,93.14,77.35,33.0,41.05,33.14,42.02,32.39
age18-130363,2066-06-30,2066/67,58,65,False,52.81,54.15,54.81,67.19,63.6,81.86,82.87,87.16,93.27,76.79,30.32,38.22,30.27,39.05,29.72
age18-130363,2067-06-30,2067/68,59,63,False,49.79,50.97,51.6,64.69,61.19,79.53,80.47,86.19,93.39,76.1,27.7,35.39,27.5,36.1,27.12
age18-130363,2068-06-30,2068/69,60,61,False,46.62,47.66,48.3,62.02,58.57,76.99,77.86,85.08,93.52,75.28,25.17,32.56,24.85,33.17,24.61
age18-130363,2069-06-30,2069/70,61,57,False,43.3,44.21,44.84,59.05,55.7,74.16,74.97,83.8,93.64,74.29,22.7,29.75,22.31,30.26,22.18
age18-130363,2070-06-30,2070/71,62,55,False,40.05,40.79,41.41,55.87,52.72,71.08,71.85,82.34,93.76,73.14,20.45,27.08,19.97,27.48,19.94
age18-130363,2071-06-30,2071/72,63,53,False,36.93,37.56,38.12,52.61,49.69,67.83,68.55,80.73,93.87,71.85,18.37,24.55,17.85,24.9,17.88
age18-130363,2072-06-30,2072/73,64,50,False,33.82,34.37,34.91,49.34,46.55,64.39,65.04,78.94,93.99,70.37,16.45,22.17,15.9,22.45,15.98
age18-130363,2073-06-30,2073/74,65,48,False,30.81,31.25,31.77,45.92,43.35,60.82,61.41,76.97,94.1,68.71,14.65,19.91,14.11,20.15,14.22
age21-104729,2026-05-11,2026/27,21,72,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age21-104729,2027-06-30,2027/28,22,77,False,71.24,82.6,82.66,66.54,68.98,77.28,81.55,73.4,81.89,67.89,64.54,70.77,78.33,74.08,68.22
age21-104729,2028-06-30,2028/29,23,80,True,75.13,85.53,86.38,71.47,72.27,81.43,85.34,77.08,84.48,70.04,67.37,72.18,79.39,75.41,69.98
age21-104729,2029-06-30,2029/30,24,82,True,77.66,87.29,88.26,74.41,74.28,83.69,87.29,79.38,85.84,71.43,68.75,72.87,79.9,76.25,70.84
age21-104729,2030-06-30,2030/31,25,84,False,79.73,88.65,89.84,77.79,76.07,85.71,88.9,81.6,87.09,72.81,70.11,73.56,80.41,76.97,71.69
age21-104729,2031-06-30,2031/32,26,85,True,81.61,89.73,91.0,80.48,77.67,87.34,90.21,83.47,88.13,74.1,71.31,74.16,80.85,77.63,72.45
age21-104729,2032-06-30,2032/33,27,86,True,83.1,90.57,91.91,82.55,79.08,88.5,91.18,84.81,88.9,75.11,72.61,74.8,81.31,78.2,73.25
age21-104729,2033-06-30,2033/34,28,88,False,84.6,91.44,92.78,84.49,80.57,89.6,92.08,86.1,89.67,76.2,73.68,75.34,81.68,78.82,73.93
age21-104729,2034-06-30,2034/35,29,88,True,85.8,92.14,93.55,86.46,81.91,90.68,92.92,87.37,90.42,77.35,74.78,75.89,82.06,79.38,74.61
age21-104729,2035-06-30,2035/36,30,89,True,86.92,92.76,94.19,87.9,83.11,91.59,93.64,88.46,91.08,78.42,75.87,76.43,82.42,79.94,75.29
age21-104729,2036-06-30,2036/37,31,90,True,87.87,93.3,94.7,89.0,84.14,92.25,94.19,89.27,91.59,79.31,76.92,76.96,82.76,80.45,75.95
age21-104729,2037-06-30,2037/38,32,91,True,88.71,93.79,95.15,90.02,85.01,92.83,94.64,89.97,92.02,80.15,77.75,77.38,83.03,80.9,76.47
age21-104729,2038-06-30,2038/39,33,91,False,89.38,94.19,95.53,90.93,85.77,93.37,95.05,90.63,92.45,80.96,78.51,77.76,83.27,81.3,76.95
age21-104729,2039-06-30,2039/40,34,92,True,90.1,94.6,95.92,91.78,86.58,93.91,95.47,91.3,92.87,81.8,79.41,78.21,83.55,81.74,77.51
age21-104729,2040-06-30,2040/41,35,92,True,90.79,94.95,96.25,92.45,87.34,94.34,95.82,91.85,93.24,82.49,80.31,78.65,83.82,82.17,78.07
age21-104729,2041-06-30,2041/42,36,92,False,90.79,94.95,96.25,92.45,87.34,94.34,95.82,91.85,93.24,82.49,80.31,78.65,83.82,82.17,78.07
age21-104729,2042-06-30,2042/43,37,92,False,90.79,94.95,96.25,92.45,87.34,94.34,95.82,91.85,93.24,82.49,80.31,78.65,83.82,82.17,78.07
age21-104729,2043-06-30,2043/44,38,92,False,90.79,94.95,96.25,92.45,87.34,94.34,95.82,91.85,93.24,82.49,80.31,78.65,83.82,82.17,78.07
age21-104729,2044-06-30,2044/45,39,92,False,90.79,94.95,96.25,92.45,87.34,94.34,95.82,91.85,93.24,82.49,80.31,78.65,83.82,82.17,78.07
age21-104729,2045-06-30,2045/46,40,92,True,90.79,94.95,96.25,92.45,87.34,94.34,95.82,91.85,93.24,82.49,80.31,78.65,83.82,82.17,78.07
age21-104729,2046-06-30,2046/47,41,92,True,90.13,94.23,95.51,92.08,87.0,94.34,95.82,91.85,93.24,82.49,79.02,77.85,82.42,81.3,76.85
age21-104729,2047-06-30,2047/48,42,91,False,89.32,93.35,94.6,91.61,86.59,94.34,95.82,91.85,93.24,82.49,77.47,76.87,80.73,80.23,75.38
age21-104729,2048-06-30,2048/49,43,91,False,88.36,92.3,93.53,91.06,86.09,94.34,95.82,91.85,93.24,82.49,75.66,75.72,78.77,78.97,73.68
age21-104729,2049-06-30,2049/50,44,90,False,87.25,91.09,92.28,90.41,85.51,94.34,95.82,91.85,93.24,82.49,73.62,74.39,76.56,77.53,71.74
age21-104729,2050-06-30,2050/51,45,89,False,85.98,89.7,90.85,89.66,84.84,94.34,95.82,91.85,93.24,82.49,71.36,72.89,74.11,75.9,69.59
